dlga_start:blocked_agent|이 사람은 바빠보인다. 자리를 비켜주는게 나을것 같다...
dlga_blocked_agent:close_window|미안하오. 당신이 하던 일을 방해하려는 뜻은 없었소.
dlga_blocked_agent:close_window.1|[떠납니다]
dlga_dog_talk_2:close_window|따라와!
dlga_dog_talk_2:close_window.1|가, {s1}, 가!
dlga_dog_talk_2:close_window.2|{s1}, 기다려!
dlga_dog_talk_2:dog_talk_pretrain|여기, 너에게 선물을 가져왔지...
dlga_dog_talk_2:close_window.3|나중에 부를께...
dlga_dog_talk_2:close_window.4|멍청한 놈! 저리 꺼져버려! 네놈 따윈 이제 필요 없어!
dlga_dog_talk_2:close_window.5|그만둬!
dlga_start:dog_talk_recruit|   
dlga_dog_talk_recruit:dog_talk_1|여기, 소세지 가져왔다!
dlga_dog_talk_recruit:close_window|옳지, 착하지!
dlga_dog_talk_recruit:close_window.1|떨어져!
dlga_dog_talk_pretrain:dog_talk_train|여기, 너에게 선물을 가져왔지...
dlga_dog_talk_train:dog_talk_pretrain|아파 보이는구나. 여기, {s7} 좀 먹거라!
dlga_dog_talk_train:dog_talk_pretrain.1|여기, {s7} 좀 먹으면 튼튼해질게다!
dlga_dog_talk_train:dog_talk_pretrain.2|네가 더 강해졌으면 하구나. 여기 {s7}. 도움이 될 거다!
dlga_dog_talk_train:dog_talk_pretrain.3|너무 말랐구나. 여기, {s7} 좀 맛보거라!
dlga_dog_talk_train:dog_talk_pretrain.4|여기, {s7}. 이거 먹고 나면 더 빨리 질 거다.
dlga_dog_talk_train:dog_talk_pretrain.5|네 이빨에 좋은 {s7} 좀 먹어보려구나!
dlga_dog_talk_train:dog_talk_1|너한테 줄 음식이 없구나.
dlga_dog_talk_train:dog_talk_1.1|오늘은 여기까지만 하자구나.
dlga_start:close_window.1|당신 어머니에게 돌아가서, 어머니가 발할라로 떠날 때 쓸 노잣돈이나 챙겨주지 그러시오.
dlga_start:close_window.2|한 소녀랑 같이 찾아올 사람을 기다리고 있소. 혹시 그런 사람을 보았소?
dlga_start:close_window.3|아, 당신이 {playername}인가 보군. 당신이 여기 올 거라고 손크릭이 전해주었소. 선박에 올라타 보시오. 이 녀석이 얼마나 잘 나가는지 나와 내 선원들이 한 번 보여주겠소.
dlga_start:port_chief_travel|이봐요! 다른 마을로 떠날 생각이오?
dlga_start:close_window.4|모두가 선박에 탈 때까지 기다리시오.
dlga_start:port_chief2|{s1}
dlga_port_chief2:port_chief3|무엇이 필요하오?
dlga_port_chief3:port_chief_fleet1|안녕하시오, 나는 앵글리아로 떠나는 황소목 스벤과 하랄드 하랄드손의 선단에 타려고 왔소.
dlga_port_chief3:port_chief_bodoletter1|아틀리 에이릭손이라는 남자가 얼마 전에 이 항구를 떠났소. 혹시 어디로 갔는지 아시오?
dlga_port_chief3:port_chief_pieles|호그니에게 가죽을 전해주었으니 이제 내 차례요. 아틀리 에이릭손은 어디 있소?
dlga_port_chief3:port_chief_catach|글렌 다 로크에서 '콜룸 카일의 시편'을 가져왔소.
dlga_port_chief3:port_chief_catach32|아쉽지만 글렌 다 로크는 너무 먼 것 같은데. 대신 돈이라도 받아가겠소?
dlga_port_chief3:port_chief_svenlair|내가 무엇을 원하는지 당신은 잘 알지 않소, 황소목 스벤의 은신처는 어디에 있소?
dlga_port_chief3:port_chief_buy_ship|선박을 사고 싶소.
